"""nome_unidade""";Unidade Pai;"""tipo_logradouro""";"""logradouro""";"""numero""";"""complemento""";"""bairro""";"""cidade""";"""cep""";"""email""";"""titular""";"""telefone""";"""sei_geral""";;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CONTAGEM""";"""02 DEPARTAMENTO DE POLICIA CIVIL - CONTAGEM""";Rua;DOUTOR JOSE AMERICO CANCADO BAHIA;"""1550""";"""""";CIDADE INDUSTRIAL;CONTAGEM;"""32210-130""";protocolo.drpc.contagem@policiacivil.mg.gov.br;CESAR DUARTE MATOSO;(31) 3204-1616;PCMG/CONTAGEM/PROTOCOLO;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - CURVELO""";"""14 DEPARTAMENTO DE POLICIA CIVIL - CURVELO""";Avenida;DOM PEDRO II;S/N;PREDIO;CENTRO;CURVELO;"""35.790-273""";drpc.curvelo@gmail.com;DR. LUIZ ANTONIO MINAS;(38) 3729-6119;PCMG/1DRPC/CURVELO/SECRETARIA;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - DIVINOPOLIS""";"""07 DEPARTAMENTO DE POLICIA CIVIL - DIVINOPOLIS""";Rua;GOIAS;"""1983""";"""""";IPIRANGA;DIVINOPOLIS;"""35502-027""";regional.divinopolis@pcivil.mg.gov.br;DR. CLEOVALDO MARCOS PEREIRA;(37) 2102-9728;PCMG/7DEPPC/1DRPC/DIVINÓPOLIS;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - GOVERNADOR VALADARES""";"""08 DEPARTAMENTO DE POLICIA CIVIL - GOVERNADOR VALADARES""";Rua;ISRAEL PINHEIRO;"""4043""";"""""";LOURDES;GOVERNADOR VALADARES;"""350321-80""";assessoria.governadorvaladares@policiacivil.mg.gov.br;DELEGADO LUCIANO CUNHA DE LIMA;(33) 2102-9190;PCMG/1DRPC/GV/SECRETARIA;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - IPATINGA""";"""12 DEPARTAMENTO DE POLICIA CIVIL - IPATINGA""";Avenida;JOAO VALENTIM PASCOAL;"""309""";"""""";CENTRO;IPATINGA;"""35160-003""";assessoria.ipatinga@policiacivil.mg.gov.br;DRA. TALITA MARTINS SOARES;(31) 3828-1100;PCMG/12DepPC/1DRPC/IPATINGA;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - JUIZ DE FORA""";"""04 DEPARTAMENTO DE POLICIA CIVIL - JUIZ DE FORA""";Rua;CUSTÓDIO TRISTÃO;"""76""";"""""";SANTA TEREZINHA;JUIZ DE FORA;"""36045-440""";regional.juizdefora@pcivil.mg.gov.br;BRUNO WINK DOS SANTOS;(32) 3692-5676;PCMG/4DepPC/1DRPC/JUIZ DE FORA;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - LAVRAS""";"""06 DEPARTAMENTO DE POLICIA CIVIL - LAVRAS""";Rodovia;BR 265;"""215""";-;SERRA VERDE;LAVRAS;"""37205-899""";regional.lavras@pcivil.mg.gov.br;DR. TIAGO VEIGA LUDWIG;(35) 3829-3550;"PCMG/6DEPPC/1DRPC; PCMG/1DRPC/LAVRAS/PROTOCOLO";;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - MONTES CLAROS""";"""11 DEPARTAMENTO DE POLICIA CIVIL - MONTES CLAROS""";Avenida;MAJOR ALEXANDRE RODRIGUES;"""301""";"""""";IBITURUNA;MONTES CLAROS;"""39401-301""";cartorioregionalmontesclaros@gmail.com;DR. BRUNO REZENDE DA SILVEIRA;(38) 3229-4477;PCMG/1DRPC/MOC/PROTOCOLO;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - PATOS DE MINAS""";"""10 DEPARTAMENTO DE POLICIA CIVIL - PATOS  DE MINAS""";Rua;CARAJÁS;"""461""";"""""";CAIÇARAS;PATOS DE MINAS;"""38702-188""";secretaria.patosdeminas@gmail.com;FLAVIO HENRIQUE DA COSTA LUCIANO;(34) 3171-0921;PCMG/10DepPC/1DRPC/PAT MINAS/;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - POCOS DE CALDAS""";"""18 DEPARTAMENTO DE POLICIA CIVIL - POCOS DE CALDAS""";Avenida;JOSE REMIGIO PREZIA;"""502""";"""""";JARDIM DOS ESTADOS;POCOS DE CALDAS;"""37701-102""";regional.pocosdecaldas@pcivil.mg.gov.br;CLEYSON RODRIGO BRENE;(35) 2101-5115;PCMG/1DRPC/P CALDAS/CARTORIO;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - POUSO ALEGRE""";"""17 DEPARTAMENTO DE POLICIA CIVIL - POUSO ALEGRE""";Rua;SILVESTRE FERRAZ;"""226""";;CENTRO;POUSO ALEGRE;"""37550-126""";cartorio.pousoalegre@pcivil.mg.gov.br;STELA PIRES BOCZAR;(35) 3429-5600;PCMG/17DEPPC/1DRPC/P ALEGRE;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - SANTA LUZIA""";"""03 DEPARTAMENTO DE POLICIA CIVIL - VESPASIANO""";Rua;BALDIM;"""395""";"""""";RIO DAS VELHAS;SANTA LUZIA;"""33030-340""";protocolo.santaluzia@pcivil.mg.gov.br;BRUNO GONCALVES AFFONSO;(31) 3257-7921;PCMG/3DepPC/1DRPC/SANTA LUZIA;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - SETE LAGOAS""";"""19 DEPARTAMENTO DE POLICIA CIVIL - SETE LAGOAS""";Rua;RUI BARBOSA;"""157""";"""""";SANTA HELENA;SETE LAGOAS;"""35700-412""";drpc.setelagoas@gmail.com;DR. ALEXANDRE VIANA CORREA;(31) 3697-2580;PCMG/1DRPC/S LAGOAS/SECRETARIA;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - TEOFILO OTONI""";"""15 DEPARTAMENTO DE POLICIA CIVIL - TEOFILO OTONI""";Rua;LAURO VIEIRA OTTONI;"""20""";"""""";SÃO DIOGO;TEOFILO OTONI;"""39803-002""";chefiacartorio.teofilootoni@policiacivil.mg.gov.br;DR. GEAN VITOR FANTI;(33) 3529-3708;PCMG/15DepPC/1DRPC/T OTONI;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - UBERABA""";"""05 DEPARTAMENTO DE POLICIA CIVIL - UBERABA""";Rua;LUIZ PROSPERO;"""242""";"""""";PARQUE DAS AMERICAS;UBERABA;"""38045-310""";drpc.uberaba@pcivil.mg.gov.br;DR. ARMANDO PAPACIDERO FILHO;(34) 3319-8300;PCMG/5DepPC/1DRPC/UBERABA;;;
"""01 DELEGACIA REGIONAL DE POLICIA CIVIL - UNAI""";"""16 DEPARTAMENTO DE POLICIA CIVIL - UNAI""";Avenida;VEREADOR JOAO NARCISO;"""949""";PREDIO;CACHOEIRA;UNAI;"""38610-298""";regional.unai@pcivil.mg.gov.br;EDVAN LUIZ SILVA NOGUEIRA;(38) 3677-9060;PCMG/16DepPC/1DRPC/UNAÍ;;;
"""01 E 02 DELEGACIAS REGIONAIS DE POLICIA CIVIL - UBERLANDIA""";"""09 DEPARTAMENTO DE POLICIA CIVIL - UBERLANDIA""";Avenida;GETULIO VARGAS;"""2323""";DELEGACIA REGIONAL;TUBALINA;UBERLANDIA;"""38412-066""";regional.uberlandia@pcivil.mg.gov.br;GUSTAVO ABRAHAO ANAI;(34) 3228-4300;PCMG/9DepPC/UBERLÂNDIA/PROTOC;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ALFENAS""";"""18 DEPARTAMENTO DE POLICIA CIVIL - POCOS DE CALDAS""";Rua;DOM SILVERIO;"""338""";"""""";APARECIDA;ALFENAS;"""37.135-048""";regional.alfenas@pcivil.mg.gov.br;JULIANO SILVA DO LAGO;(35) 3698-1900;PCMG/18DEPPC/2DRPC/ALFENAS;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ARAXA""";"""05 DEPARTAMENTO DE POLICIA CIVIL - UBERABA""";Rua;CECILIO SALOMAO;"""110""";"""""";CENTRO;ARAXA;"""38183-118""";dpcaraxa@yahoo.com;DR. VALTER ANDRE BISCARO SALVIANO;(34) 3669-9900;PCMG/5DepPC/2DRPC/ARAXA;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BARREIRO""";"""01 DEPARTAMENTO DE POLICIA CIVIL - BELO HORIZONTE""";Avenida;SINFRONIO BROCHADO;"""940""";"""""";BARREIRO DE BAIXO;BELO HORIZONTE;"""30.640-000""";pjudiciaria.2drpc@gmail.com;JONAS ANDRADE PAVAN;(31) 3389-4200;PCMG/BH/2DRPC/BARREIRO/PROT;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BETIM""";"""02 DEPARTAMENTO DE POLICIA CIVIL - CONTAGEM""";Rua;CECILIA JULIA DO PRADO;"""255""";"""3 ANDAR""";CENTRO;BETIM;"""32600-166""";regional.betim@policiacivil.mg.gov.br;SERGIO FERNANDES FERREIRA;(31) 3438-5909;PCMG/2DEPPC/2DRPC/BETIM;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - BOM DESPACHO""";"""07 DEPARTAMENTO DE POLICIA CIVIL - DIVINOPOLIS""";Rua;MARIA GUERRA CAMPOS;"""50""";"""""";JARDIM AMERICA;BOM DESPACHO;"""35633-164""";regional.bomdespacho@pcivil.mg.gov.br;THALES GONTIJO DE QUEIROZ CANCADO JUNIOR;(37) 3521-9000;pcmg/2drpc/bom despacho;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CAPELINHA""";"""14 DEPARTAMENTO DE POLICIA CIVIL - CURVELO""";Rua;MARIA MOREIRA DE ANDRADE;"""355""";"""""";ACACIAS;CAPELINHA;"""39680-000""";drpc.capelinha@gmail.com;DRA. RAQUEL MENDES BERTOLLA GODINHO;(33) 3516-1187;PCMG/14DepPC/2DRPC/CAPELINHA;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CARATINGA""";"""12 DEPARTAMENTO DE POLICIA CIVIL - IPATINGA""";Avenida;JOAO CAETANO DO NASCIMENTO;"""717""";"""""";LIMOEIRO;CARATINGA;"""35300-523""";regional.caratinga@pcivil.mg.gov.br;DR. LUIZ EDUARDO MOURA GOMES;(33) 3322-6500;PCMG/12DepPC/2DRPC/CARATINGA;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - CONSELHEIRO LAFAIETE""";"""13 DEPARTAMENTO DE POLICIA CIVIL - BARBACENA""";Rua;RODRIGUES MAIA;"""455""";"""""";ANGÉLICA;CONSELHEIRO LAFAIETE;"""36.401-011""";regional.lafaiete@policiacivil.mg.gov.br;DR.MAURICIO CASAROSA CARRAPATOSO;(31) 3769-1200;PCMG/2DRPC/C LAFAIETE/PROTOC;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - GUANHAES""";"""08 DEPARTAMENTO DE POLICIA CIVIL - GOVERNADOR VALADARES""";Rua;CAPITAO BERNARDO;"""200""";DELEGACIA POLICIA CIVIL;CENTRO;GUANHAES;"""39740-000""";cartorio.regional.guanhaes@policiacivil.mg.gov.br;DRA. LILIAM FERNANDES DE CALES;(33) 3421-7700;PCMG/2DRPC/GUANHÃES;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - ITAJUBA""";"""17 DEPARTAMENTO DE POLICIA CIVIL - POUSO ALEGRE""";Rua;ANTONIO CORREA CARDOSO;"""40""";;VARGINHA;ITAJUBA;"""37501-064""";apoioregional.itajuba@policiacivil.mg.gov.br;DR. ALEXANDRE VALENTIM BOARI DE SOUZA;(35) 3629-5200;PCMG/17DepPC/2DRPC/ITAJUBÁ;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - JANUARIA""";"""11 DEPARTAMENTO DE POLICIA CIVIL - MONTES CLAROS""";Avenida;MARECHAL EURICO GASPAR DUTRA;"""484""";"""""";CENTRO;JANUARIA;"""39480-000""";cartorio.januaria@policiacivil.mg.gov.br;DR. LUIZ BERNARDO RODRIGUES DE MORAES NETO;(38) 3629-4800;PCMG/2DRPC/JANUÁRIA/PROTOCOLO;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - NOVA LIMA""";"""03 DEPARTAMENTO DE POLICIA CIVIL - VESPASIANO""";Rua;DOUTOR JOAO PENA;"""150""";"""""";CENTRO;NOVA LIMA;"""34000-066""";gabinete.novalima@pcivil.mg.gov.br;KARINA RESENDE OLIVEIRA VORCARO;(31) 3257-7974;PCMG/3DepPC/2DRPC/NOVA LIMA;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PARACATU""";"""16 DEPARTAMENTO DE POLICIA CIVIL - UNAI""";Rua;ANTONIO VIEIRA CORDEIRO;"""366""";"""""";BELA VISTA;PARACATU;"""38600-498""";regional.paracatu@pcivil.mg.gov.br;CARLO GIOVANNI BEDONI;(38) 3311-4375;PCMG/16DepPC/2DRPC/PARACATU;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PATROCINIO""";"""10 DEPARTAMENTO DE POLICIA CIVIL - PATOS  DE MINAS""";Rua;HELOISA CAPUANO;"""816""";"""""";SAO LUCAS;PATROCINIO;"""38747-508""";drpc.patrocinio@policiacivil.mg.gov.br;DR. ALISSON FELIPE PROCOPIO SENTEVILLES;(34) 3831-9599;PCMG/10DepPC/2DRPC/PATROCÍNIO;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - PEDRA AZUL""";"""15 DEPARTAMENTO DE POLICIA CIVIL - TEOFILO OTONI""";Rua;PRACA PACIFICO FARIA;"""404""";"""""";CENTRO;PEDRA AZUL;"""39970-000""";assessoria2drpc@gmail.com;THIAGO DE CARVALHO PASSOS;(33) 3751-1600;PCMG/15DepPC/2DRPC/PEDRA AZUL;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - UBA""";"""04 DEPARTAMENTO DE POLICIA CIVIL - JUIZ DE FORA""";Avenida;AVENIDA DOS EX COMBATENTES;"""1333""";;SANTA LUZIA;UBA;"""36506-014""";gabinete.uba@policiacivil.mg.gov.br;BRUNO SALLES MATTOS;(32) 3531-4755;PCMG/4DEPPC/2DRPC/UBÁ;;;
"""02 DELEGACIA REGIONAL DE POLICIA CIVIL - VARGINHA""";"""06 DEPARTAMENTO DE POLICIA CIVIL - LAVRAS""";Avenida;BENJAMIN CONSTANT;"""431""";"""""";CENTRO;VARGINHA;"""37010-000""";regional.varginha@pcivil.mg.gov.br;DRA. RENATA FERNANDA GONCALVES DE REZENDE;(35) 3068-4530;PCMG/6DepPC/2DRPC/VARGINHA;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - ALMENARA""";"""15 DEPARTAMENTO DE POLICIA CIVIL - TEOFILO OTONI""";Rua;LIVIO FROIS OTONI;"""96""";"""""";CENTRO;ALMENARA;"""39900-000""";regional.almenara@pcivil.mg.gov.br;DRA. DANIELLE ARAUJO DE SOUZA;(33) 3721-8500;PCMG/15DepPC/3DRPC/ALMENARA;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - DIAMANTINA""";"""14 DEPARTAMENTO DE POLICIA CIVIL - CURVELO""";Rua;INVESTIGADOR REGINALDO REIS;"""162""";DELEGACIA REGIONAL;CAZUZA;DIAMANTINA;"""39100-000""";drpc.diamantina@gmail.com;DRA.  ANGELA FELLET MIRANDA CHAVES RODRIGUES;(38) 3531-3935;PCMG/14DepPC/3DRPC/DIAMANTINA;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - FRUTAL""";"""05 DEPARTAMENTO DE POLICIA CIVIL - UBERABA""";Rua;CASTRO ALVES;"""250""";"""""";XV DE NOVEMBRO;FRUTAL;"""38200-140""";regional.frutal@pcivil.mg.gov.br;DIMER DE TOLEDO RIBEIRO;(34) 3423-2101;PCMG/5DepPC/3DRPC/FRUTAL;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - ITABIRA""";"""12 DEPARTAMENTO DE POLICIA CIVIL - IPATINGA""";Avenida;PREFEITO LI GUERRA;"""1751""";"""""";PRAIA;ITABIRA;"""35900-279""";assessoria.itabira@policiacivil.mg.gov.br;DR. DIOGO LUNA MOUREIRA ( DELEGADO REGIONAL );(31) 3839-2709;PCMG/12DEPPC/3DRPC/ITABIRA;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - ITUIUTABA""";"""09 DEPARTAMENTO DE POLICIA CIVIL - UBERLANDIA""";Avenida;"""9A""";"""45""";"""""";CENTRO;ITUIUTABA;"""38300-148""";regional.ituiutaba@pcivil.mg.gov.br;VINICIUS RAMALHO LIMA;(34) 3268-1744;PCMG/3DRPC/ITUIUTABA/PROTOCOLO;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - JANAUBA""";"""11 DEPARTAMENTO DE POLICIA CIVIL - MONTES CLAROS""";Rua;ESPINOSA;"""105""";"""""";CENTRO;JANAUBA;"""39442-070""";cartorio.regional.janauba@policiacivil.mg.gov.br;DR. RICARDO ESTHEVAN FERNANDO AUGUSTO DO AMARAL;(38) 3829-3000;PCMG/3DRPC/JANAÚBA/PROTOCOLO;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - LEOPOLDINA""";"""04 DEPARTAMENTO DE POLICIA CIVIL - JUIZ DE FORA""";Rua;JOSE DE SOUZA LIMA;"""115""";"""""";BELA VISTA;LEOPOLDINA;"""36.703-033""";regional.leopoldina@gmail.com.br;DIEGO CANDIAN ALVES;"""32-3401-4350""";PCMG/3DRPC/LEOPOLDINA/PROTOC;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - PARA DE MINAS""";"""07 DEPARTAMENTO DE POLICIA CIVIL - DIVINOPOLIS""";"""""";PRAÇA AFONSO PENA;"""55""";"""""";CENTRO;PARA DE MINAS;"""35660-013""";drpc.parademinas@gmail.com;DR. EDERSON GONCALVES DA SILVA;(37) 3231-6666;PCMG/7DepPC/3DRPC/PARÁ MINAS;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - PASSOS""";"""18 DEPARTAMENTO DE POLICIA CIVIL - POCOS DE CALDAS""";Rua;PRACA CORONEL FRANCISCO GOMES;"""46""";"""""";CENTRO;PASSOS;"""37900-186""";cartorio.regional.passos@pc.mg.gov.br;ALEXSSANDER BUENO DE SOUZA;(35) 3521-8300;PCMG/18DepPC/3DRPC/PASSOS;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - RIBEIRAO DAS NEVES""";"""02 DEPARTAMENTO DE POLICIA CIVIL - CONTAGEM""";Rua;ELISABETE DE JESUS;"""10""";"""""";SAVASSI;RIBEIRAO DAS NEVES;"""33880-440""";drpc.ribeiraodasneves@policiacivil.mg.gov.br;DR. FABIO MORAES WERNECK NETO;(31) 3204-1580;PCMG/2DepPC/3DRPC/RIB NEVES;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - SAO JOAO DEL REI""";"""13 DEPARTAMENTO DE POLICIA CIVIL - BARBACENA""";Rua;FISCAL JANUARIO RAMOS;"""123""";"""""";JARDIM AMERICA;SAO JOAO DEL REI;"""36301-316""";regional@saojoaodelrey.pcivil.mg.gov.br;DR. GIOVANI PAULO DE FIGUEIREDO AIHARA;(32) 3379-1073;PCMG/3DRPC/SJDR/SECRETARIA;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - SAO LOURENCO""";"""17 DEPARTAMENTO DE POLICIA CIVIL - POUSO ALEGRE""";Avenida;DAMIÃO JUNQUEIRA DE SOUZA;"""167""";"""""";FEDERAL;SAO LOURENCO;"""37470-000""";regional.slourenco@gmail.com;DR. MARCEL JUNQUEIRA NEVES;(35) 2144-5411;PCMG/17DepPC/3DRPC/S LOURENÇO;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - TRES CORACOES""";"""06 DEPARTAMENTO DE POLICIA CIVIL - LAVRAS""";Avenida;SETE DE SETEMBRO;"""293""";PREDIO;CENTRO;TRES CORACOES;"""37410-155""";cartorio.trescoracoes@policiacivil.mg.gov.br;ALEXANDRA GONCALVES DE OLIVEIRA;(35) 3239-6334;PCMG/6DEPPC/3DRPC/T CORAÇÕES/GABINETE;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - VENDA NOVA""";"""01 DEPARTAMENTO DE POLICIA CIVIL - BELO HORIZONTE""";Avenida;PORTUGAL;"""2170""";"""""";JARDIM ATLANTICO;BELO HORIZONTE;"""31560-000""";drpc.vendanova@pcivil.mg.gov.br;DR. DOMICIANO FERREIRA MONTEIRO DE CASTRO NETO;(31) 3257-7100;PCMG/BH/3DRPC/V NOVA;;;
"""03 DELEGACIA REGIONAL DE POLICIA CIVIL - VESPASIANO""";"""03 DEPARTAMENTO DE POLICIA CIVIL - VESPASIANO""";Rua;JOAQUIM JOSE DA SILVA NETO;"""13""";"""""";JARDIM ITAU;VESPASIANO;"""33.200-516""";drpc.vespasiano@pcivil.mg.gov.br;CARLA CRISTINA OLIVEIRA SANTOS VIDAL;(31) 3257-7901;PCMG/3DRPC/VESPASIANO/CH CART;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - ARAGUARI""";"""09 DEPARTAMENTO DE POLICIA CIVIL - UBERLANDIA""";Avenida;MATO GROSSO;"""334""";DELEGACIA REGIONAL;PARAÍSO;ARAGUARI;"""38445-072""";chefiadecartorio.4drpc.araguari@policiacivil.mg.gov.br;RODRIGO LUIS FIORINDO FARIA;(34) 3249-5800;PCMG/4DRPC/ARAGUARI/PROTOCOLO;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - CAMPO BELO""";"""06 DEPARTAMENTO DE POLICIA CIVIL - LAVRAS""";Rua;JUCA ESCRIVAO;"""280""";"""""";VILA ETNA;CAMPO BELO;"""37270-000""";"""4drpc.campobelo@gmail.com""";DR. ALESSANDRO MIOR GAMBOGI;(35) 3831-1848;PCMG/6DEPPC/4DRPC/CAMPO BELO;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - FORMIGA""";"""07 DEPARTAMENTO DE POLICIA CIVIL - DIVINOPOLIS""";Rua;SILVIANO BRANDAO;"""102""";"""""";CENTRO;FORMIGA;"""35570-112""";"""4drpc.formiga@gmail.com""";DR. DANILO CESAR BASILIO DE SOUZA;(37) 3329-2350;"""""";;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - IBIRITE""";"""02 DEPARTAMENTO DE POLICIA CIVIL - CONTAGEM""";Rua;GERALDO DINIZ MATOS;"""10""";PRACA;CENTRAL PARK;IBIRITE;"""32400-260""";regional.ibirite@pcivil.mg.gov.br;ANA PAULA KICH GONTIJO;(31) 3257-7381;PCMG/2DepPC/4DRPC/IBIRITÉ;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - ITURAMA""";"""05 DEPARTAMENTO DE POLICIA CIVIL - UBERABA""";Avenida;ALENCASTRO;"""1170""";;CENTRO;ITURAMA;"""38280-000""";regional.iturama.5dpc@pcivil.mg.gov.br;NILSON MARAO BARACAT;(34) 3411-0650;PCMG/5DepPC/4DRPC/ITURAMA;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - JOAO MONLEVADE""";"""12 DEPARTAMENTO DE POLICIA CIVIL - IPATINGA""";Rua;BERNARDINO BRANDAO;"""180""";"""3 ANDAR""";ROSARIO;JOAO MONLEVADE;"""35930-156""";gabinete.drpc_monlevade@yahoo.com.br;BERNARDO DE BARROS MACHADO;(31) 8411-9341;PCMG/12DepPC/4DRPC/MONLEVADE;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - LESTE""";"""01 DEPARTAMENTO DE POLICIA CIVIL - BELO HORIZONTE""";Rua;POUSO ALEGRE;"""417""";"""3 ANDAR""";FLORESTA;BELO HORIZONTE;"""30110-010""";cartorio.regional.leste@pcivil.mg.gov.br;MURILLO RIBEIRO DE LIMA;(31) 3429-9319;PCMG/BH/4DRPC/LESTE/PROTOCOLO;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - MURIAE""";"""04 DEPARTAMENTO DE POLICIA CIVIL - JUIZ DE FORA""";Rua;JOSE DE FREITAS LIMA;"""02""";"""""";SAFIRA;MURIAE;"""36883-045""";gabinete.muriae@policiacivil.mg.gov.br;ALESSANDRO AMARO DA MATTA;(32) 3722-2777;PCMG/4DRPC/MURIAÉ/PROTOCOLO;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - NANUQUE""";"""15 DEPARTAMENTO DE POLICIA CIVIL - TEOFILO OTONI""";Rua;PRACA TEOFILO OTONI;"""20""";PREDIO;CENTRO;NANUQUE;"""38860-000""";regional.nanuque@policiacivil.mg.gov.br;LUCIANO RAMOS LAUTON;(33) 3621-9600;PCMG/15DepPC/4DRPC/NANUQUE;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - PIRAPORA""";"""14 DEPARTAMENTO DE POLICIA CIVIL - CURVELO""";Avenida;BENJAMIN CONSTANT;"""183""";"""""";SANTOS DUMONT;PIRAPORA;"""39274-174""";drpc.pirapora@gmail.com;DIEGO MATTOS DE VILHENA;(38) 3741-0500;PCMG/14DepPC/4DRPC/PIRAPORA;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - SABARA""";"""03 DEPARTAMENTO DE POLICIA CIVIL - VESPASIANO""";Rua;PRINCESA ISABEL;"""31""";CENTRO;CENTRO;SABARA;"""34505-310""";protocolo.4drpc.sabara@policiacivil.mg.gov.br;FELIPE DE ORNELAS CALDAS;(31) 3257-7774;PCMG/3DepPC/4DRPC/SABARÁ;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - SAO SEBASTIAO DO PARAISO""";"""18 DEPARTAMENTO DE POLICIA CIVIL - POCOS DE CALDAS""";Avenida;DARCIO CANTIERI;"""1879""";"""""";JARDIM AMERICA;SAO SEBASTIAO DO PARAISO;"""37954-170""";cartorio.ssparaiso@policiacivil.mg.gov.br;TIAGO BORDINI;(35) 3539-2050;PCMG/18DepPC/4DRPC/SSP;;;
"""04 DELEGACIA REGIONAL DE POLICIA CIVIL - TAIOBEIRAS""";"""11 DEPARTAMENTO DE POLICIA CIVIL - MONTES CLAROS""";Rua;SANTA RITA DE CASSIA;"""404""";"""""";CENTRO;TAIOBEIRAS;"""39550-000""";delegaciataiobeiras@gmail.com;DR DOUGLAS FERRAZ VELOSO;(38) 3845-4600;PCMG/11DepPC/4DRPC/TAIOBEIRAS;;;
"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - GUAXUPE""";"""18 DEPARTAMENTO DE POLICIA CIVIL - POCOS DE CALDAS""";Rua;ORLANDO VAIRO;"""175""";;COLMEIA;GUAXUPE;"""37800-000""";cpd.guaxupe@pc.mg.gov.br;FABIANO ROBERTO MAZZAROTTO GONCALVES;(35) 3559-8632;PCMG/18DepPC/5DRPC/GUAXUPÉ;;;
"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - JUATUBA""";"""02 DEPARTAMENTO DE POLICIA CIVIL - CONTAGEM""";Rua;MARIO TEIXEIRA;"""417""";"""3 ANDAR""";VARGINHA;JUATUBA;"""35675-000""";regionaljuatuba@gmail.com;MARCELO CALI;(31) 3257-7437;PCMG/2DepPC/5DRPC/JUATUBA;;;
"""05 DELEGACIA REGIONAL DE POLICIA CIVIL - NOVA SERRANA""";"""07 DEPARTAMENTO DE POLICIA CIVIL - DIVINOPOLIS""";Rua;MESSIAS AUGUSTO DA SILVA;"""363""";;LARANJEIRAS;NOVA SERRANA;"""35.519-000""";regional.novaserrana@policiacivil.mg.gov.br;DRA ANGELITA VIVIANE SOARES;(37) 3226-2068;PCMG/7DepPC/5DRPC/ N SERRANA/GA;;;
